iteration,solid_sediment_kg,solid_cs137_Bq,liquid_cs137_bq,solid_am241_bq
5,2.147e+03,2.90e+08,1.25e+09,2.91e+06
5,2.503e+03,3.42e+08,1.16e+09,3.44e+06
5,2.248e+03,3.05e+08,1.70e+09,3.08e+06
5,2.074e+03,2.85e+08,1.96e+09,2.86e+06
5,2.160e+03,2.95e+08,2.83e+09,2.95e+06
5,2.040e+03,2.78e+08,2.71e+09,2.77e+06
5,1.961e+03,2.65e+08,2.42e+09,2.66e+06
5,2.838e+03,3.86e+08,9.30e+08,3.92e+06
5,2.774e+03,3.79e+08,1.54e+09,3.80e+06
5,2.071e+03,2.87e+08,1.18e+09,2.87e+06
5,2.559e+03,3.52e+08,2.64e+09,3.54e+06
5,2.378e+03,3.24e+08,3.04e+09,3.27e+06
5,1.879e+03,2.56e+08,1.18e+09,2.58e+06
5,1.847e+03,2.52e+08,1.92e+09,2.52e+06
5,1.837e+03,2.49e+08,1.82e+09,2.50e+06
5,2.223e+03,3.06e+08,2.10e+09,3.10e+06
5,1.914e+03,2.66e+08,1.59e+09,2.66e+06
5,1.980e+03,2.74e+08,1.96e+09,2.72e+06
5,1.439e+03,1.98e+08,2.75e+09,1.98e+06
5,1.569e+03,2.12e+08,1.94e+09,2.15e+06
5,1.981e+03,2.72e+08,2.02e+09,2.73e+06
5,2.387e+03,3.24e+08,2.02e+09,3.24e+06
5,1.931e+03,2.61e+08,1.39e+09,2.60e+06
5,2.528e+03,3.47e+08,1.74e+09,3.47e+06
5,2.469e+03,3.44e+08,2.07e+09,3.45e+06
5,2.518e+03,3.42e+08,1.02e+09,3.43e+06
5,2.018e+03,2.78e+08,2.38e+09,2.80e+06
5,2.128e+03,2.91e+08,1.93e+09,2.94e+06
5,2.374e+03,3.21e+08,2.56e+09,3.24e+06
5,2.161e+03,2.88e+08,1.85e+09,2.90e+06
5,2.150e+03,2.90e+08,2.44e+09,2.92e+06
5,2.254e+03,3.04e+08,2.74e+09,3.04e+06
5,1.923e+03,2.64e+08,1.42e+09,2.63e+06
5,2.319e+03,3.16e+08,2.33e+09,3.16e+06
5,2.386e+03,3.24e+08,2.16e+09,3.22e+06
5,2.486e+03,3.39e+08,2.28e+09,3.40e+06
5,2.072e+03,2.88e+08,3.62e+09,2.87e+06
5,2.103e+03,2.95e+08,2.09e+09,2.97e+06
5,2.016e+03,2.72e+08,1.77e+09,2.75e+06
5,2.062e+03,2.78e+08,1.16e+09,2.78e+06
5,2.546e+03,3.46e+08,1.74e+09,3.46e+06
5,1.694e+03,2.32e+08,3.20e+09,2.31e+06
5,2.437e+03,3.33e+08,1.43e+09,3.35e+06
5,1.673e+03,2.27e+08,1.59e+09,2.27e+06
5,1.656e+03,2.24e+08,2.72e+09,2.25e+06
5,2.075e+03,2.87e+08,3.06e+09,2.89e+06
5,2.453e+03,3.39e+08,1.89e+09,3.41e+06
5,2.379e+03,3.29e+08,3.13e+09,3.30e+06
5,2.003e+03,2.76e+08,1.19e+09,2.77e+06
5,2.368e+03,3.25e+08,2.02e+09,3.23e+06
5,2.312e+03,3.14e+08,3.03e+09,3.16e+06
5,2.500e+03,3.45e+08,2.53e+09,3.42e+06
5,1.996e+03,2.75e+08,2.82e+09,2.75e+06
5,2.177e+03,2.98e+08,2.26e+09,3.01e+06
5,1.687e+03,2.31e+08,8.97e+08,2.31e+06
5,2.024e+03,2.81e+08,1.39e+09,2.79e+06
5,1.510e+03,2.07e+08,1.82e+09,2.08e+06
5,2.451e+03,3.39e+08,2.06e+09,3.44e+06
5,2.220e+03,3.01e+08,2.82e+09,3.03e+06
5,1.958e+03,2.65e+08,1.63e+09,2.68e+06
5,2.327e+03,3.19e+08,2.34e+09,3.18e+06
5,2.327e+03,3.15e+08,1.66e+09,3.16e+06
5,2.124e+03,2.91e+08,2.11e+09,2.91e+06
5,2.107e+03,2.90e+08,2.27e+09,2.89e+06
5,2.348e+03,3.21e+08,2.62e+09,3.22e+06
5,2.393e+03,3.23e+08,3.15e+09,3.29e+06
5,2.275e+03,3.16e+08,1.13e+09,3.15e+06
5,1.823e+03,2.48e+08,2.86e+09,2.48e+06
5,2.114e+03,2.88e+08,1.66e+09,2.88e+06
5,2.433e+03,3.30e+08,2.27e+09,3.35e+06
5,2.138e+03,2.93e+08,2.53e+09,2.95e+06
5,2.565e+03,3.55e+08,2.23e+09,3.54e+06
5,1.674e+03,2.25e+08,2.15e+09,2.25e+06
5,2.829e+03,3.88e+08,1.89e+09,3.91e+06
5,2.694e+03,3.63e+08,2.01e+09,3.63e+06
5,1.580e+03,2.12e+08,1.77e+09,2.14e+06
5,1.892e+03,2.54e+08,2.48e+09,2.56e+06
5,1.616e+03,2.21e+08,3.14e+09,2.22e+06
5,2.101e+03,2.89e+08,2.13e+09,2.88e+06
5,2.115e+03,2.91e+08,1.49e+09,2.90e+06
5,1.801e+03,2.48e+08,1.30e+09,2.48e+06
5,1.866e+03,2.53e+08,2.43e+09,2.55e+06
5,2.441e+03,3.31e+08,1.61e+09,3.30e+06
5,2.449e+03,3.35e+08,2.02e+09,3.33e+06
5,1.920e+03,2.65e+08,1.55e+09,2.68e+06
5,1.941e+03,2.61e+08,3.24e+09,2.62e+06
5,2.349e+03,3.21e+08,1.95e+09,3.20e+06
5,2.547e+03,3.47e+08,2.40e+09,3.50e+06
5,2.160e+03,2.94e+08,1.77e+09,2.93e+06
5,2.237e+03,3.09e+08,1.71e+09,3.10e+06
5,2.262e+03,3.10e+08,2.37e+09,3.07e+06
5,2.229e+03,3.03e+08,1.81e+09,3.02e+06
5,2.375e+03,3.27e+08,2.34e+09,3.31e+06
5,1.902e+03,2.61e+08,1.37e+09,2.63e+06
5,1.605e+03,2.17e+08,2.70e+09,2.19e+06
5,2.293e+03,3.09e+08,1.35e+09,3.13e+06
5,1.498e+03,2.03e+08,2.32e+09,2.04e+06
5,1.877e+03,2.56e+08,1.60e+09,2.58e+06
5,2.174e+03,2.97e+08,2.68e+09,2.98e+06
5,1.598e+03,2.18e+08,1.65e+09,2.19e+06
5,2.524e+03,3.50e+08,2.52e+09,3.51e+06
5,2.827e+03,3.93e+08,2.57e+09,3.95e+06
5,1.674e+03,2.26e+08,2.27e+09,2.26e+06
5,1.920e+03,2.62e+08,2.11e+09,2.64e+06
5,1.734e+03,2.36e+08,2.95e+09,2.36e+06
5,2.090e+03,2.81e+08,1.58e+09,2.82e+06
5,2.339e+03,3.17e+08,1.44e+09,3.21e+06
5,2.088e+03,2.87e+08,1.79e+09,2.91e+06
5,2.875e+03,3.93e+08,1.82e+09,3.91e+06
5,2.028e+03,2.71e+08,2.05e+09,2.75e+06
5,3.051e+03,4.17e+08,4.13e+09,4.18e+06
5,2.021e+03,2.78e+08,2.71e+09,2.76e+06
5,2.449e+03,3.38e+08,4.66e+09,3.41e+06
5,2.646e+03,3.69e+08,1.79e+09,3.67e+06
5,2.221e+03,3.06e+08,2.46e+09,3.08e+06
5,1.974e+03,2.69e+08,4.01e+09,2.70e+06
5,1.972e+03,2.63e+08,2.99e+09,2.65e+06
5,2.520e+03,3.43e+08,2.32e+09,3.49e+06
5,2.310e+03,3.12e+08,2.07e+09,3.12e+06
5,1.654e+03,2.23e+08,1.14e+09,2.25e+06
5,2.119e+03,2.91e+08,1.63e+09,2.89e+06
5,1.905e+03,2.54e+08,1.53e+09,2.54e+06
5,2.401e+03,3.27e+08,2.95e+09,3.32e+06
5,2.201e+03,3.02e+08,2.68e+09,3.02e+06
5,2.203e+03,3.02e+08,1.95e+09,3.05e+06
5,2.329e+03,3.19e+08,1.29e+09,3.21e+06
5,2.527e+03,3.50e+08,1.25e+09,3.47e+06
5,2.230e+03,3.09e+08,1.21e+09,3.12e+06
5,2.219e+03,3.03e+08,1.87e+09,3.04e+06
5,2.407e+03,3.30e+08,1.46e+09,3.32e+06
5,1.955e+03,2.67e+08,3.15e+09,2.66e+06
5,2.364e+03,3.22e+08,3.40e+09,3.27e+06
5,2.020e+03,2.78e+08,2.43e+09,2.81e+06
5,2.059e+03,2.79e+08,2.64e+09,2.79e+06
5,2.442e+03,3.33e+08,3.09e+09,3.32e+06
5,2.278e+03,3.18e+08,1.76e+09,3.19e+06
5,1.875e+03,2.54e+08,3.00e+09,2.54e+06
5,1.658e+03,2.25e+08,9.46e+08,2.27e+06
5,2.260e+03,3.11e+08,3.13e+09,3.09e+06
5,1.391e+03,1.91e+08,3.27e+09,1.91e+06
5,2.256e+03,3.06e+08,1.79e+09,3.03e+06
5,1.614e+03,2.21e+08,2.39e+09,2.20e+06
5,1.780e+03,2.42e+08,2.13e+09,2.45e+06
5,2.078e+03,2.82e+08,1.55e+09,2.86e+06
5,2.374e+03,3.26e+08,1.46e+09,3.25e+06
5,1.834e+03,2.48e+08,1.54e+09,2.49e+06
5,2.481e+03,3.36e+08,1.23e+09,3.40e+06
5,2.796e+03,3.94e+08,3.30e+09,3.96e+06
5,2.586e+03,3.50e+08,2.56e+09,3.53e+06
5,2.489e+03,3.40e+08,2.61e+09,3.41e+06
5,2.144e+03,2.94e+08,2.36e+09,2.92e+06
5,2.081e+03,2.84e+08,1.57e+09,2.83e+06
5,1.716e+03,2.33e+08,3.62e+09,2.34e+06
5,2.251e+03,3.06e+08,3.04e+09,3.12e+06
5,2.059e+03,2.83e+08,3.64e+09,2.80e+06
5,2.028e+03,2.73e+08,1.42e+09,2.76e+06
5,1.831e+03,2.49e+08,2.33e+09,2.52e+06
5,2.183e+03,2.95e+08,1.56e+09,2.99e+06
5,2.105e+03,2.89e+08,1.55e+09,2.89e+06
5,2.212e+03,3.01e+08,1.95e+09,3.03e+06
5,2.586e+03,3.56e+08,2.12e+09,3.52e+06
5,2.246e+03,3.06e+08,2.17e+09,3.06e+06
5,1.626e+03,2.24e+08,8.20e+08,2.23e+06
5,1.681e+03,2.28e+08,1.26e+09,2.26e+06
5,1.971e+03,2.63e+08,2.64e+09,2.64e+06
5,1.856e+03,2.52e+08,2.19e+09,2.52e+06
5,2.772e+03,3.76e+08,1.22e+09,3.80e+06
5,2.527e+03,3.48e+08,1.92e+09,3.54e+06
5,1.524e+03,2.06e+08,1.44e+09,2.07e+06
5,2.297e+03,3.14e+08,1.18e+09,3.14e+06
5,2.199e+03,3.02e+08,2.20e+09,3.02e+06
5,2.331e+03,3.20e+08,1.86e+09,3.23e+06
5,1.922e+03,2.64e+08,2.86e+09,2.64e+06
5,2.221e+03,2.96e+08,3.02e+09,2.98e+06
5,2.964e+03,4.12e+08,1.93e+09,4.16e+06
5,1.826e+03,2.52e+08,1.54e+09,2.54e+06
5,2.158e+03,2.93e+08,1.36e+09,2.95e+06
5,1.860e+03,2.56e+08,1.27e+09,2.57e+06
5,2.313e+03,3.20e+08,1.39e+09,3.22e+06
5,1.982e+03,2.69e+08,1.81e+09,2.70e+06
5,2.430e+03,3.30e+08,2.91e+09,3.36e+06
5,1.571e+03,2.16e+08,2.18e+09,2.16e+06
5,2.564e+03,3.49e+08,1.09e+09,3.48e+06
5,1.886e+03,2.61e+08,1.81e+09,2.60e+06
5,1.980e+03,2.72e+08,1.76e+09,2.73e+06
5,1.897e+03,2.64e+08,2.29e+09,2.60e+06
5,1.943e+03,2.63e+08,3.73e+09,2.64e+06
5,2.460e+03,3.30e+08,2.43e+09,3.30e+06
5,1.863e+03,2.59e+08,2.29e+09,2.61e+06
5,2.321e+03,3.18e+08,1.73e+09,3.19e+06
5,2.306e+03,3.17e+08,2.58e+09,3.16e+06
5,2.150e+03,2.91e+08,2.15e+09,2.92e+06
5,2.423e+03,3.37e+08,1.64e+09,3.36e+06
5,1.975e+03,2.67e+08,1.75e+09,2.68e+06
5,1.938e+03,2.59e+08,1.37e+09,2.60e+06
5,2.471e+03,3.36e+08,4.40e+09,3.34e+06
5,2.173e+03,3.00e+08,2.99e+09,3.00e+06
5,1.606e+03,2.19e+08,2.01e+09,2.21e+06
5,2.126e+03,2.90e+08,3.84e+09,2.88e+06
5,1.997e+03,2.74e+08,2.37e+09,2.77e+06
5,2.056e+03,2.75e+08,1.84e+09,2.76e+06
5,2.607e+03,3.60e+08,1.83e+09,3.56e+06
5,1.954e+03,2.68e+08,2.32e+09,2.67e+06
5,2.409e+03,3.30e+08,1.83e+09,3.33e+06
5,1.854e+03,2.53e+08,1.74e+09,2.56e+06
5,2.111e+03,2.92e+08,2.30e+09,2.89e+06
5,1.928e+03,2.71e+08,8.26e+08,2.74e+06
5,2.191e+03,2.98e+08,3.04e+09,2.99e+06
5,1.996e+03,2.74e+08,2.68e+09,2.74e+06
5,2.208e+03,2.98e+08,2.09e+09,3.01e+06
5,2.149e+03,2.99e+08,1.79e+09,2.98e+06
5,2.336e+03,3.15e+08,1.67e+09,3.15e+06
5,2.652e+03,3.63e+08,1.15e+09,3.66e+06
5,1.694e+03,2.28e+08,2.66e+09,2.31e+06
5,2.613e+03,3.53e+08,3.14e+09,3.54e+06
5,2.632e+03,3.60e+08,2.09e+09,3.61e+06
5,1.909e+03,2.64e+08,1.41e+09,2.62e+06
5,1.809e+03,2.43e+08,2.80e+09,2.45e+06
5,2.313e+03,3.16e+08,1.69e+09,3.16e+06
5,1.549e+03,2.10e+08,2.94e+09,2.15e+06
5,1.731e+03,2.35e+08,1.98e+09,2.35e+06
5,2.294e+03,3.15e+08,2.65e+09,3.16e+06
5,2.117e+03,2.90e+08,3.08e+09,2.90e+06
5,2.348e+03,3.22e+08,2.18e+09,3.21e+06
5,2.100e+03,2.79e+08,2.20e+09,2.82e+06
5,2.718e+03,3.76e+08,1.91e+09,3.78e+06
5,1.653e+03,2.22e+08,1.74e+09,2.24e+06
5,2.240e+03,3.11e+08,2.70e+09,3.10e+06
5,2.518e+03,3.42e+08,2.41e+09,3.44e+06
5,1.937e+03,2.64e+08,2.39e+09,2.65e+06
5,2.397e+03,3.30e+08,2.20e+09,3.35e+06
5,1.853e+03,2.55e+08,2.84e+09,2.57e+06
5,2.330e+03,3.18e+08,1.12e+09,3.20e+06
5,2.034e+03,2.79e+08,9.67e+08,2.78e+06
5,2.632e+03,3.65e+08,1.84e+09,3.67e+06
5,2.234e+03,3.05e+08,4.26e+09,3.03e+06
5,2.469e+03,3.34e+08,1.70e+09,3.35e+06
5,3.181e+03,4.27e+08,1.63e+09,4.35e+06
5,1.809e+03,2.47e+08,2.48e+09,2.50e+06
5,1.847e+03,2.54e+08,1.82e+09,2.54e+06
5,1.804e+03,2.41e+08,3.34e+09,2.43e+06
5,1.946e+03,2.67e+08,2.53e+09,2.67e+06
5,1.704e+03,2.30e+08,2.27e+09,2.31e+06
5,2.544e+03,3.47e+08,2.06e+09,3.50e+06
5,2.132e+03,2.89e+08,2.44e+09,2.90e+06
5,2.295e+03,3.18e+08,1.41e+09,3.17e+06
5,2.025e+03,2.81e+08,2.78e+09,2.84e+06
5,2.260e+03,3.04e+08,2.07e+09,3.09e+06
5,2.123e+03,2.92e+08,2.36e+09,2.95e+06
5,1.898e+03,2.61e+08,2.23e+09,2.61e+06
5,2.426e+03,3.30e+08,1.30e+09,3.34e+06
5,2.296e+03,3.20e+08,2.10e+09,3.20e+06
5,1.784e+03,2.42e+08,2.80e+09,2.39e+06
5,1.898e+03,2.65e+08,1.37e+09,2.67e+06
5,2.285e+03,3.14e+08,1.62e+09,3.14e+06
5,1.707e+03,2.30e+08,1.63e+09,2.31e+06
5,2.172e+03,2.97e+08,1.71e+09,2.95e+06
5,2.430e+03,3.37e+08,2.33e+09,3.34e+06
5,2.642e+03,3.65e+08,2.46e+09,3.67e+06
5,1.939e+03,2.62e+08,2.55e+09,2.62e+06
5,2.317e+03,3.18e+08,2.81e+09,3.17e+06
5,2.831e+03,3.90e+08,1.39e+09,3.89e+06
5,2.402e+03,3.31e+08,2.02e+09,3.35e+06
5,2.337e+03,3.16e+08,1.17e+09,3.16e+06
5,2.252e+03,3.10e+08,1.78e+09,3.10e+06
5,2.243e+03,3.04e+08,1.51e+09,3.06e+06
5,2.037e+03,2.73e+08,1.27e+09,2.74e+06
5,2.271e+03,3.05e+08,2.23e+09,3.06e+06
5,2.074e+03,2.86e+08,4.58e+08,2.86e+06
5,2.190e+03,2.99e+08,2.40e+09,3.00e+06
5,1.823e+03,2.45e+08,3.22e+09,2.48e+06
5,1.806e+03,2.44e+08,2.12e+09,2.44e+06
5,2.013e+03,2.79e+08,3.30e+09,2.79e+06
5,2.449e+03,3.33e+08,2.08e+09,3.31e+06
5,1.965e+03,2.70e+08,1.22e+09,2.69e+06
5,2.374e+03,3.25e+08,1.32e+09,3.28e+06
5,1.928e+03,2.60e+08,1.27e+09,2.63e+06
5,2.547e+03,3.46e+08,1.16e+09,3.49e+06
5,2.280e+03,3.05e+08,1.65e+09,3.07e+06
5,2.182e+03,2.97e+08,8.86e+08,2.97e+06
5,1.950e+03,2.66e+08,2.67e+09,2.64e+06
5,2.297e+03,3.13e+08,4.29e+09,3.14e+06
5,2.458e+03,3.38e+08,3.44e+09,3.37e+06
5,2.191e+03,3.01e+08,2.35e+09,3.02e+06
5,2.340e+03,3.22e+08,1.50e+09,3.21e+06
5,2.207e+03,3.01e+08,2.55e+09,3.02e+06
5,2.563e+03,3.56e+08,1.86e+09,3.58e+06
5,1.975e+03,2.68e+08,1.69e+09,2.70e+06
5,2.756e+03,3.88e+08,2.88e+09,3.86e+06
5,1.993e+03,2.74e+08,1.82e+09,2.72e+06
5,1.884e+03,2.58e+08,2.64e+09,2.58e+06
5,1.648e+03,2.26e+08,2.04e+09,2.27e+06
5,2.365e+03,3.21e+08,1.90e+09,3.24e+06
5,2.124e+03,2.90e+08,2.38e+09,2.91e+06
5,1.977e+03,2.71e+08,2.89e+09,2.73e+06
5,2.308e+03,3.29e+08,3.16e+09,3.24e+06
5,1.766e+03,2.37e+08,1.16e+09,2.37e+06
5,1.546e+03,2.09e+08,1.44e+09,2.13e+06
5,1.818e+03,2.45e+08,3.67e+09,2.48e+06
5,2.090e+03,2.82e+08,1.07e+09,2.86e+06
5,2.097e+03,2.83e+08,2.12e+09,2.85e+06
5,1.714e+03,2.32e+08,3.50e+09,2.33e+06
5,2.395e+03,3.25e+08,2.28e+09,3.27e+06
5,2.444e+03,3.36e+08,1.91e+09,3.42e+06
5,1.818e+03,2.50e+08,1.92e+09,2.51e+06
5,1.988e+03,2.77e+08,9.16e+08,2.80e+06
5,1.998e+03,2.68e+08,1.98e+09,2.69e+06
5,1.939e+03,2.64e+08,1.26e+09,2.62e+06
5,2.384e+03,3.29e+08,2.03e+09,3.29e+06
5,2.268e+03,3.10e+08,2.59e+09,3.12e+06
5,1.817e+03,2.49e+08,2.08e+09,2.49e+06
5,1.921e+03,2.63e+08,1.64e+09,2.64e+06
5,1.722e+03,2.38e+08,3.03e+09,2.37e+06
5,2.307e+03,3.19e+08,9.83e+08,3.21e+06
5,1.761e+03,2.36e+08,1.94e+09,2.37e+06
5,2.103e+03,2.88e+08,3.02e+09,2.87e+06
5,2.540e+03,3.53e+08,1.79e+09,3.50e+06
5,2.078e+03,2.83e+08,3.06e+09,2.84e+06
5,1.608e+03,2.18e+08,2.57e+09,2.19e+06
5,2.157e+03,2.95e+08,1.95e+09,2.99e+06
5,2.327e+03,3.19e+08,3.49e+09,3.20e+06
5,2.339e+03,3.23e+08,3.28e+09,3.28e+06
5,1.974e+03,2.69e+08,1.80e+09,2.72e+06
5,2.050e+03,2.83e+08,4.38e+09,2.85e+06
5,2.074e+03,2.84e+08,1.12e+09,2.86e+06
5,2.349e+03,3.13e+08,2.70e+09,3.13e+06
5,2.047e+03,2.81e+08,2.52e+09,2.77e+06
5,2.209e+03,3.00e+08,2.17e+09,3.05e+06
5,2.787e+03,3.76e+08,1.30e+09,3.81e+06
5,1.869e+03,2.57e+08,1.72e+09,2.57e+06
5,2.032e+03,2.75e+08,3.26e+09,2.77e+06
5,2.020e+03,2.75e+08,1.20e+09,2.77e+06
5,2.505e+03,3.43e+08,2.26e+09,3.47e+06
5,1.903e+03,2.55e+08,7.55e+08,2.58e+06
5,1.904e+03,2.57e+08,2.36e+09,2.60e+06
5,2.492e+03,3.41e+08,2.24e+09,3.41e+06
5,1.911e+03,2.59e+08,1.77e+09,2.62e+06
5,2.467e+03,3.37e+08,1.16e+09,3.37e+06
5,2.392e+03,3.27e+08,3.24e+09,3.30e+06
5,2.082e+03,2.80e+08,2.57e+09,2.84e+06
5,2.647e+03,3.62e+08,1.85e+09,3.67e+06
5,2.493e+03,3.45e+08,1.88e+09,3.47e+06
5,2.554e+03,3.57e+08,1.14e+09,3.58e+06
5,2.333e+03,3.21e+08,2.25e+09,3.24e+06
5,2.098e+03,2.88e+08,1.12e+09,2.88e+06
5,2.020e+03,2.75e+08,3.83e+09,2.75e+06
5,2.178e+03,3.02e+08,2.14e+09,3.02e+06
5,1.953e+03,2.71e+08,1.22e+09,2.74e+06
5,2.029e+03,2.82e+08,1.39e+09,2.84e+06
5,2.747e+03,3.83e+08,1.81e+09,3.82e+06
5,2.148e+03,2.96e+08,2.44e+09,2.95e+06
5,1.623e+03,2.20e+08,2.63e+09,2.19e+06
5,2.054e+03,2.74e+08,2.31e+09,2.75e+06
5,2.030e+03,2.78e+08,1.43e+09,2.79e+06
5,1.996e+03,2.76e+08,3.38e+09,2.78e+06
5,2.160e+03,2.94e+08,1.93e+09,2.96e+06
5,1.983e+03,2.74e+08,2.67e+09,2.75e+06
5,1.361e+03,1.84e+08,2.48e+09,1.84e+06
5,2.631e+03,3.57e+08,1.72e+09,3.58e+06
5,2.234e+03,3.06e+08,2.45e+09,3.06e+06
5,2.283e+03,3.18e+08,1.28e+09,3.21e+06
5,2.577e+03,3.52e+08,2.79e+09,3.58e+06
5,2.572e+03,3.61e+08,1.42e+09,3.57e+06
5,1.979e+03,2.70e+08,2.70e+09,2.69e+06
5,2.156e+03,2.95e+08,2.25e+09,2.94e+06
5,2.608e+03,3.58e+08,2.82e+09,3.59e+06
5,2.213e+03,2.99e+08,1.77e+09,2.97e+06
5,2.317e+03,3.23e+08,5.59e+09,3.24e+06
5,2.429e+03,3.34e+08,4.14e+09,3.31e+06
5,2.101e+03,2.88e+08,2.52e+09,2.87e+06
5,1.651e+03,2.24e+08,2.23e+09,2.23e+06
5,2.096e+03,2.86e+08,2.15e+09,2.86e+06
5,1.829e+03,2.46e+08,9.49e+08,2.50e+06
5,1.625e+03,2.16e+08,2.33e+09,2.15e+06
5,2.370e+03,3.22e+08,8.30e+08,3.20e+06
5,2.358e+03,3.23e+08,9.15e+08,3.23e+06
5,1.645e+03,2.22e+08,2.47e+09,2.22e+06
5,1.781e+03,2.40e+08,2.25e+09,2.44e+06
5,2.130e+03,2.90e+08,2.80e+09,2.86e+06
5,2.248e+03,2.99e+08,2.85e+09,3.02e+06
5,2.574e+03,3.52e+08,1.96e+09,3.53e+06
5,2.250e+03,3.17e+08,2.88e+09,3.17e+06
5,2.051e+03,2.78e+08,1.19e+09,2.78e+06
5,2.697e+03,3.67e+08,3.20e+09,3.67e+06
5,2.213e+03,3.04e+08,1.57e+09,3.06e+06
5,2.431e+03,3.28e+08,2.65e+09,3.30e+06
5,2.007e+03,2.74e+08,2.54e+09,2.75e+06
5,1.530e+03,2.10e+08,1.69e+09,2.10e+06
5,2.200e+03,3.02e+08,2.27e+09,3.04e+06
5,2.544e+03,3.49e+08,1.37e+09,3.48e+06
5,1.907e+03,2.53e+08,3.64e+09,2.56e+06
5,2.035e+03,2.77e+08,2.28e+09,2.79e+06
5,2.172e+03,2.99e+08,2.26e+09,3.02e+06
5,1.846e+03,2.52e+08,3.72e+09,2.52e+06
5,2.435e+03,3.25e+08,2.01e+09,3.24e+06
5,2.380e+03,3.31e+08,2.62e+09,3.32e+06
5,1.889e+03,2.57e+08,6.45e+08,2.58e+06
5,1.726e+03,2.34e+08,2.21e+09,2.35e+06
5,1.967e+03,2.70e+08,1.86e+09,2.68e+06
5,1.877e+03,2.52e+08,3.63e+09,2.54e+06
5,2.139e+03,2.90e+08,2.24e+09,2.92e+06
5,2.228e+03,3.07e+08,2.53e+09,3.09e+06
5,1.891e+03,2.55e+08,2.22e+09,2.53e+06
5,2.149e+03,2.90e+08,2.34e+09,2.93e+06
5,1.961e+03,2.65e+08,9.72e+08,2.67e+06
5,2.014e+03,2.72e+08,2.04e+09,2.76e+06
5,1.910e+03,2.66e+08,1.42e+09,2.66e+06
5,2.116e+03,2.83e+08,1.99e+09,2.87e+06
5,2.191e+03,2.99e+08,1.62e+09,2.97e+06
5,2.193e+03,3.00e+08,7.33e+08,2.98e+06
5,1.943e+03,2.64e+08,2.92e+09,2.63e+06
5,1.973e+03,2.71e+08,1.76e+09,2.73e+06
5,2.011e+03,2.75e+08,2.40e+09,2.75e+06
5,1.760e+03,2.39e+08,1.33e+09,2.42e+06
5,2.396e+03,3.24e+08,1.83e+09,3.21e+06
5,2.043e+03,2.82e+08,2.29e+09,2.82e+06
5,2.188e+03,3.02e+08,2.84e+09,3.02e+06
5,1.479e+03,1.99e+08,1.31e+09,1.98e+06
5,1.969e+03,2.72e+08,2.19e+09,2.74e+06
5,2.235e+03,3.02e+08,1.80e+09,3.02e+06
5,2.333e+03,3.15e+08,1.93e+09,3.15e+06
5,2.202e+03,2.93e+08,1.98e+09,2.93e+06
5,2.163e+03,2.94e+08,1.65e+09,2.97e+06
5,2.606e+03,3.58e+08,6.66e+08,3.59e+06
5,2.545e+03,3.44e+08,1.40e+09,3.46e+06
5,2.004e+03,2.73e+08,1.88e+09,2.73e+06
5,2.215e+03,3.02e+08,2.73e+09,3.05e+06
5,1.812e+03,2.43e+08,1.82e+09,2.42e+06
5,2.091e+03,2.91e+08,1.74e+09,2.94e+06
5,1.823e+03,2.45e+08,2.38e+09,2.49e+06
5,2.497e+03,3.43e+08,1.20e+09,3.46e+06
5,1.983e+03,2.68e+08,2.04e+09,2.69e+06
5,2.138e+03,2.85e+08,2.32e+09,2.89e+06
5,1.964e+03,2.67e+08,3.22e+09,2.68e+06
5,2.023e+03,2.77e+08,2.06e+09,2.78e+06
5,2.256e+03,3.05e+08,1.62e+09,3.04e+06
5,1.809e+03,2.44e+08,2.22e+09,2.45e+06
5,2.496e+03,3.41e+08,1.25e+09,3.41e+06
5,2.432e+03,3.35e+08,4.14e+09,3.30e+06
5,2.047e+03,2.83e+08,2.47e+09,2.84e+06
5,2.435e+03,3.34e+08,1.38e+09,3.38e+06
5,2.324e+03,3.25e+08,1.83e+09,3.25e+06
5,1.833e+03,2.49e+08,2.70e+09,2.51e+06
5,1.938e+03,2.65e+08,1.43e+09,2.65e+06
5,2.199e+03,3.05e+08,2.17e+09,3.06e+06
5,1.722e+03,2.32e+08,1.82e+09,2.34e+06
5,2.495e+03,3.51e+08,2.21e+09,3.53e+06
5,2.397e+03,3.29e+08,1.83e+09,3.33e+06
5,2.114e+03,2.92e+08,3.48e+09,2.89e+06
5,2.060e+03,2.81e+08,2.38e+09,2.78e+06
5,2.973e+03,4.15e+08,3.43e+09,4.06e+06
5,2.192e+03,2.93e+08,2.46e+09,2.95e+06
5,1.616e+03,2.21e+08,1.97e+09,2.22e+06
5,2.812e+03,3.78e+08,1.73e+09,3.76e+06
5,1.992e+03,2.68e+08,1.50e+09,2.68e+06
5,2.016e+03,2.74e+08,1.17e+09,2.74e+06
5,1.861e+03,2.52e+08,2.52e+09,2.54e+06
5,2.113e+03,2.88e+08,2.12e+09,2.86e+06
5,2.607e+03,3.56e+08,2.45e+09,3.57e+06
5,1.944e+03,2.63e+08,2.10e+09,2.65e+06
5,1.897e+03,2.58e+08,1.12e+09,2.60e+06
5,2.208e+03,3.02e+08,1.79e+09,3.05e+06
5,2.189e+03,2.93e+08,1.55e+09,2.97e+06
5,2.353e+03,3.25e+08,1.79e+09,3.25e+06
5,1.965e+03,2.68e+08,2.35e+09,2.66e+06
