iteration,solid_sediment_kg,solid_cs137_Bq,liquid_cs137_bq,solid_am241_bq
2419,3.462e+02,1.20e+07,2.09e+08,3.63e+05
2420,3.454e+02,1.20e+07,2.00e+08,3.55e+05
2421,4.213e+02,1.48e+07,2.17e+07,4.09e+05
2422,3.337e+02,1.13e+07,1.23e+07,3.27e+05
2423,3.512e+02,1.18e+07,1.81e+08,3.61e+05
2424,3.495e+02,1.24e+07,4.23e+07,3.67e+05
2425,3.995e+02,1.45e+07,1.53e+08,3.88e+05
2426,3.421e+02,1.24e+07,1.80e+08,3.26e+05
2427,3.535e+02,1.31e+07,7.95e+07,3.28e+05
2428,3.227e+02,1.13e+07,1.98e+07,3.16e+05
2429,3.255e+02,1.17e+07,1.79e+07,3.19e+05
2430,3.434e+02,1.22e+07,2.69e+08,3.14e+05
2431,2.899e+02,1.05e+07,2.99e+08,2.78e+05
2432,2.352e+02,8.66e+06,0.00e+00,2.35e+05
2433,3.838e+02,1.39e+07,2.70e+08,3.92e+05
2434,3.871e+02,1.39e+07,1.96e+08,3.81e+05
2435,3.618e+02,1.28e+07,7.78e+07,4.00e+05
2436,3.496e+02,1.18e+07,8.51e+07,3.79e+05
2437,3.668e+02,1.28e+07,1.30e+08,3.47e+05
2438,4.164e+02,1.43e+07,1.32e+07,4.13e+05
2439,3.280e+02,1.13e+07,3.13e+07,3.18e+05
2440,3.130e+02,1.07e+07,1.30e+07,3.18e+05
2441,3.875e+02,1.38e+07,1.52e+07,3.22e+05
2442,3.446e+02,1.23e+07,6.03e+07,3.37e+05
2443,2.782e+02,1.01e+07,2.46e+07,2.88e+05
2444,3.325e+02,1.14e+07,1.77e+08,3.27e+05
2445,4.369e+02,1.62e+07,3.21e+08,4.08e+05
2446,3.539e+02,1.21e+07,3.13e+07,3.48e+05
2447,3.139e+02,1.14e+07,9.67e+07,3.26e+05
2448,3.769e+02,1.28e+07,1.26e+08,3.60e+05
2449,3.912e+02,1.42e+07,9.22e+06,3.36e+05
2450,3.443e+02,1.20e+07,1.72e+08,3.46e+05
2451,2.863e+02,1.02e+07,2.47e+08,2.97e+05
2452,3.848e+02,1.29e+07,4.59e+07,3.69e+05
2453,4.723e+02,1.71e+07,2.19e+08,4.13e+05
2454,3.084e+02,1.06e+07,4.58e+08,3.19e+05
2455,4.201e+02,1.42e+07,1.43e+08,3.66e+05
2456,3.972e+02,1.42e+07,5.66e+07,3.98e+05
2457,3.791e+02,1.28e+07,1.46e+08,4.11e+05
2458,2.745e+02,9.49e+06,3.71e+07,2.51e+05
2459,3.371e+02,1.20e+07,1.29e+08,3.32e+05
2460,3.209e+02,1.13e+07,1.52e+08,3.34e+05
2461,3.515e+02,1.26e+07,2.69e+08,3.26e+05
2462,2.962e+02,1.08e+07,1.74e+08,2.68e+05
2463,3.261e+02,1.11e+07,3.10e+07,3.36e+05
2464,3.237e+02,1.13e+07,6.54e+07,3.28e+05
2465,4.392e+02,1.66e+07,1.34e+08,4.38e+05
2466,3.476e+02,1.18e+07,1.66e+08,3.58e+05
2467,3.607e+02,1.29e+07,1.30e+08,3.69e+05
2468,3.450e+02,1.23e+07,6.57e+07,3.18e+05
2469,3.968e+02,1.40e+07,1.52e+07,3.99e+05
2470,3.877e+02,1.32e+07,7.45e+07,4.06e+05
2471,3.622e+02,1.29e+07,4.99e+07,3.56e+05
2472,3.573e+02,1.28e+07,1.12e+08,3.63e+05
2473,3.317e+02,1.08e+07,9.29e+07,3.80e+05
2474,3.427e+02,1.21e+07,6.20e+06,3.25e+05
2475,3.219e+02,1.17e+07,1.25e+08,3.11e+05
2476,3.567e+02,1.34e+07,5.13e+07,3.55e+05
2477,3.509e+02,1.27e+07,1.80e+08,3.30e+05
2478,3.537e+02,1.21e+07,1.33e+08,3.66e+05
2479,4.734e+02,1.70e+07,3.31e+08,4.77e+05
2480,3.045e+02,1.09e+07,2.50e+08,3.35e+05
2481,4.086e+02,1.41e+07,2.98e+07,4.24e+05
2482,4.311e+02,1.46e+07,1.71e+08,4.25e+05
2483,3.357e+02,1.21e+07,2.12e+08,3.16e+05
2484,3.554e+02,1.22e+07,2.49e+08,3.53e+05
2485,3.528e+02,1.25e+07,1.81e+08,3.73e+05
2486,3.506e+02,1.19e+07,1.49e+07,3.55e+05
2487,4.016e+02,1.47e+07,1.58e+08,4.01e+05
2488,4.322e+02,1.45e+07,4.39e+06,4.19e+05
2489,3.080e+02,1.08e+07,7.92e+06,2.64e+05
2490,3.623e+02,1.25e+07,4.05e+08,3.82e+05
2491,4.038e+02,1.37e+07,2.59e+07,4.75e+05
2492,3.405e+02,1.21e+07,1.54e+08,3.39e+05
2493,3.361e+02,1.27e+07,3.25e+07,3.27e+05
2494,4.479e+02,1.41e+07,2.96e+08,4.60e+05
2495,3.312e+02,1.19e+07,1.87e+08,3.41e+05
2496,4.960e+02,1.67e+07,6.42e+07,4.75e+05
2497,3.615e+02,1.27e+07,1.32e+08,3.95e+05
2498,3.803e+02,1.41e+07,2.90e+08,3.98e+05
2499,3.204e+02,1.08e+07,2.75e+08,3.25e+05
2500,3.475e+02,1.22e+07,4.34e+07,3.54e+05
2501,3.842e+02,1.32e+07,9.49e+06,3.69e+05
2502,3.634e+02,1.21e+07,9.60e+07,3.36e+05
2503,4.587e+02,1.59e+07,1.00e+08,4.51e+05
2504,3.159e+02,1.14e+07,3.27e+08,3.00e+05
2505,4.319e+02,1.56e+07,2.38e+08,3.93e+05
2506,3.384e+02,1.16e+07,1.97e+08,3.35e+05
2507,3.155e+02,1.12e+07,2.43e+07,2.88e+05
2508,3.869e+02,1.31e+07,1.22e+08,3.50e+05
2509,2.867e+02,9.92e+06,2.06e+08,2.71e+05
2510,3.391e+02,1.22e+07,5.32e+06,2.95e+05
2511,2.459e+02,9.08e+06,4.46e+07,2.36e+05
2512,3.186e+02,1.14e+07,2.77e+07,3.27e+05
2513,4.264e+02,1.37e+07,4.68e+06,4.24e+05
2514,3.923e+02,1.34e+07,5.83e+07,4.30e+05
2515,3.064e+02,1.06e+07,3.28e+08,2.87e+05
2516,3.232e+02,1.18e+07,1.39e+08,3.17e+05
2517,4.083e+02,1.42e+07,3.49e+08,4.31e+05
2518,3.361e+02,1.12e+07,4.96e+07,3.67e+05
2519,3.929e+02,1.30e+07,1.88e+07,3.76e+05
2520,3.461e+02,1.25e+07,9.26e+07,3.20e+05
2521,3.646e+02,1.26e+07,3.94e+07,3.57e+05
2522,4.448e+02,1.59e+07,3.20e+07,4.33e+05
2523,4.063e+02,1.40e+07,4.26e+07,4.26e+05
2524,3.789e+02,1.36e+07,1.06e+08,3.54e+05
2525,3.567e+02,1.28e+07,2.35e+06,3.48e+05
2526,3.895e+02,1.45e+07,1.50e+08,3.79e+05
2527,3.287e+02,1.17e+07,7.75e+07,3.56e+05
2528,4.198e+02,1.44e+07,1.01e+08,4.13e+05
2529,2.698e+02,9.45e+06,6.63e+05,2.78e+05
2530,3.793e+02,1.36e+07,1.77e+08,4.32e+05
2531,4.234e+02,1.49e+07,1.36e+08,3.95e+05
2532,3.968e+02,1.44e+07,6.59e+07,4.20e+05
2533,3.240e+02,1.15e+07,5.01e+07,3.29e+05
2534,3.747e+02,1.32e+07,2.13e+08,3.69e+05
2535,3.024e+02,1.01e+07,1.20e+08,2.48e+05
2536,3.708e+02,1.37e+07,4.14e+07,3.50e+05
2537,4.274e+02,1.44e+07,1.75e+07,4.33e+05
2538,3.628e+02,1.38e+07,3.66e+07,3.62e+05
2539,2.794e+02,9.68e+06,2.05e+08,2.79e+05
2540,3.357e+02,1.20e+07,4.02e+08,2.98e+05
2541,3.759e+02,1.32e+07,5.82e+07,3.62e+05
2542,3.955e+02,1.38e+07,1.62e+08,3.96e+05
2543,4.179e+02,1.46e+07,1.14e+08,4.33e+05
2544,4.142e+02,1.33e+07,1.28e+08,3.93e+05
2545,3.285e+02,1.13e+07,1.62e+08,2.97e+05
2546,2.990e+02,1.07e+07,7.16e+06,3.03e+05
2547,3.163e+02,1.11e+07,1.12e+08,2.90e+05
2548,3.522e+02,1.24e+07,3.07e+08,3.47e+05
2549,4.726e+02,1.70e+07,1.90e+08,4.19e+05
2550,4.113e+02,1.39e+07,8.81e+07,3.74e+05
2551,4.390e+02,1.60e+07,2.75e+08,4.98e+05
2552,4.385e+02,1.60e+07,3.00e+07,4.76e+05
2553,3.580e+02,1.31e+07,2.40e+08,3.21e+05
2554,3.226e+02,1.14e+07,4.26e+07,3.25e+05
2555,3.593e+02,1.24e+07,5.58e+07,3.30e+05
2556,4.209e+02,1.46e+07,7.36e+07,3.83e+05
2557,3.972e+02,1.37e+07,1.49e+08,4.02e+05
2558,4.163e+02,1.41e+07,2.47e+07,4.54e+05
2559,3.863e+02,1.30e+07,5.26e+07,3.84e+05
2560,4.516e+02,1.62e+07,1.06e+08,4.79e+05
2561,3.287e+02,1.14e+07,2.91e+08,3.26e+05
2562,3.841e+02,1.29e+07,6.23e+08,3.56e+05
2563,2.896e+02,1.06e+07,1.83e+08,2.96e+05
2564,2.426e+02,8.52e+06,4.73e+07,2.52e+05
2565,3.355e+02,1.22e+07,1.52e+08,3.57e+05
2566,3.773e+02,1.34e+07,5.14e+07,4.08e+05
2567,4.246e+02,1.49e+07,5.59e+07,3.97e+05
2568,3.559e+02,1.17e+07,1.69e+08,3.34e+05
2569,3.922e+02,1.45e+07,3.08e+08,4.34e+05
2570,3.800e+02,1.33e+07,1.70e+08,4.08e+05
2571,2.979e+02,1.02e+07,3.05e+07,3.14e+05
2572,3.767e+02,1.30e+07,1.09e+08,3.69e+05
2573,3.221e+02,1.16e+07,4.54e+07,3.45e+05
2574,2.980e+02,1.06e+07,3.28e+08,2.82e+05
2575,2.417e+02,8.61e+06,2.05e+08,2.20e+05
2576,3.419e+02,1.17e+07,1.12e+08,3.21e+05
2577,3.194e+02,1.07e+07,2.68e+07,3.49e+05
2578,3.473e+02,1.33e+07,2.42e+08,3.21e+05
2579,3.123e+02,1.14e+07,2.94e+07,3.01e+05
2580,3.900e+02,1.30e+07,3.47e+07,4.32e+05
2581,3.471e+02,1.18e+07,1.54e+08,3.35e+05
2582,4.134e+02,1.46e+07,5.68e+07,4.13e+05
2583,3.382e+02,1.24e+07,7.70e+07,3.48e+05
2584,3.094e+02,1.07e+07,8.53e+07,2.87e+05
2585,4.229e+02,1.38e+07,2.80e+08,3.59e+05
2586,3.321e+02,1.16e+07,6.23e+07,3.08e+05
2587,4.323e+02,1.55e+07,6.24e+07,3.92e+05
2588,4.081e+02,1.44e+07,1.89e+08,4.24e+05
2589,2.965e+02,1.06e+07,9.21e+07,2.55e+05
2590,2.702e+02,9.47e+06,1.54e+08,2.70e+05
2591,3.561e+02,1.20e+07,8.71e+07,3.58e+05
2592,3.498e+02,1.22e+07,9.01e+07,3.31e+05
2593,4.589e+02,1.54e+07,4.38e+07,4.36e+05
2594,3.930e+02,1.40e+07,1.99e+08,4.03e+05
2595,3.537e+02,1.31e+07,6.51e+07,3.48e+05
2596,3.800e+02,1.33e+07,1.10e+08,3.12e+05
2597,3.549e+02,1.24e+07,1.11e+08,3.21e+05
2598,3.925e+02,1.37e+07,2.00e+08,4.01e+05
2599,3.320e+02,1.17e+07,3.00e+08,3.49e+05
2600,3.939e+02,1.40e+07,3.49e+08,4.14e+05
2601,3.815e+02,1.25e+07,1.74e+08,4.17e+05
2602,3.575e+02,1.34e+07,9.26e+07,2.91e+05
2603,2.597e+02,9.31e+06,2.35e+06,2.73e+05
2604,3.507e+02,1.22e+07,6.77e+07,3.27e+05
2605,3.206e+02,1.18e+07,1.28e+08,3.16e+05
2606,4.209e+02,1.47e+07,2.97e+08,3.90e+05
2607,4.154e+02,1.38e+07,6.53e+06,4.54e+05
2608,3.312e+02,1.18e+07,3.23e+08,3.38e+05
2609,4.121e+02,1.44e+07,7.57e+07,4.15e+05
2610,3.115e+02,1.10e+07,1.48e+08,3.28e+05
2611,3.824e+02,1.34e+07,2.59e+06,3.61e+05
2612,2.971e+02,1.06e+07,2.01e+08,2.78e+05
2613,3.422e+02,1.14e+07,1.45e+08,3.53e+05
2614,3.745e+02,1.29e+07,3.20e+06,3.04e+05
2615,3.592e+02,1.27e+07,5.73e+07,3.75e+05
2616,3.512e+02,1.16e+07,2.96e+07,3.48e+05
2617,3.326e+02,1.16e+07,2.78e+08,3.37e+05
2618,3.554e+02,1.27e+07,9.77e+07,3.28e+05
2619,3.035e+02,1.05e+07,1.70e+07,3.09e+05
2620,3.384e+02,1.20e+07,5.38e+07,3.39e+05
2621,3.351e+02,1.24e+07,9.48e+06,3.35e+05
2622,3.836e+02,1.30e+07,2.00e+07,3.62e+05
2623,3.860e+02,1.37e+07,1.20e+08,3.25e+05
2624,4.731e+02,1.69e+07,8.19e+07,5.13e+05
2625,4.507e+02,1.55e+07,1.61e+08,4.42e+05
2626,3.390e+02,1.22e+07,1.73e+08,3.40e+05
2627,3.907e+02,1.34e+07,2.12e+08,4.39e+05
2628,3.256e+02,1.15e+07,1.97e+08,3.17e+05
2629,3.698e+02,1.32e+07,1.45e+07,3.84e+05
2630,3.794e+02,1.22e+07,5.95e+07,3.48e+05
2631,3.767e+02,1.30e+07,1.77e+08,3.30e+05
2632,3.217e+02,1.13e+07,1.68e+08,3.27e+05
2633,3.341e+02,1.18e+07,7.90e+07,3.28e+05
2634,3.033e+02,1.11e+07,2.15e+08,2.75e+05
2635,3.150e+02,1.04e+07,3.01e+07,2.85e+05
2636,3.167e+02,1.09e+07,1.90e+08,2.90e+05
2637,3.217e+02,1.14e+07,2.19e+08,3.25e+05
2638,3.782e+02,1.37e+07,5.57e+07,3.74e+05
2639,3.188e+02,1.07e+07,1.51e+08,3.05e+05
2640,3.993e+02,1.38e+07,3.76e+07,3.48e+05
2641,2.926e+02,1.03e+07,3.05e+08,2.62e+05
2642,4.088e+02,1.40e+07,1.12e+08,4.36e+05
2643,2.703e+02,9.51e+06,8.20e+06,2.46e+05
2644,4.279e+02,1.52e+07,1.07e+08,4.28e+05
2645,3.709e+02,1.27e+07,8.62e+07,3.90e+05
2646,4.106e+02,1.40e+07,3.93e+08,4.13e+05
2647,4.067e+02,1.44e+07,9.97e+07,3.61e+05
2648,2.280e+02,8.66e+06,3.19e+07,2.13e+05
2649,3.703e+02,1.29e+07,3.83e+08,3.33e+05
2650,2.907e+02,1.06e+07,8.08e+07,2.89e+05
2651,2.903e+02,1.01e+07,1.98e+07,2.88e+05
2652,3.453e+02,1.18e+07,1.43e+08,3.19e+05
2653,4.038e+02,1.37e+07,9.16e+07,4.10e+05
2654,4.285e+02,1.52e+07,9.98e+07,4.34e+05
2655,3.901e+02,1.40e+07,3.08e+08,3.80e+05
2656,3.279e+02,1.14e+07,1.11e+08,3.33e+05
2657,3.252e+02,1.12e+07,1.81e+07,3.53e+05
2658,4.426e+02,1.53e+07,1.69e+08,4.02e+05
2659,3.288e+02,1.21e+07,7.10e+07,3.48e+05
2660,4.066e+02,1.43e+07,4.13e+07,4.32e+05
2661,3.291e+02,1.19e+07,1.31e+08,3.68e+05
2662,5.092e+02,1.73e+07,7.91e+07,4.47e+05
2663,4.344e+02,1.55e+07,1.87e+08,4.25e+05
2664,3.454e+02,1.25e+07,1.12e+08,3.08e+05
2665,4.095e+02,1.46e+07,1.79e+08,4.41e+05
2666,2.206e+02,8.05e+06,2.79e+07,2.09e+05
2667,3.743e+02,1.30e+07,9.51e+07,3.48e+05
2668,4.178e+02,1.43e+07,4.47e+06,4.12e+05
2669,3.577e+02,1.23e+07,2.57e+07,3.40e+05
2670,4.470e+02,1.53e+07,9.76e+07,4.35e+05
2671,4.803e+02,1.77e+07,8.63e+07,5.02e+05
2672,3.608e+02,1.27e+07,4.94e+07,3.32e+05
2673,3.103e+02,1.06e+07,1.48e+08,2.78e+05
2674,2.839e+02,1.01e+07,4.87e+07,2.30e+05
2675,3.695e+02,1.31e+07,3.76e+08,3.43e+05
2676,3.261e+02,1.19e+07,2.18e+08,3.26e+05
2677,3.325e+02,1.17e+07,1.65e+08,3.02e+05
2678,3.561e+02,1.23e+07,2.46e+08,3.81e+05
2679,4.454e+02,1.66e+07,1.10e+08,4.49e+05
2680,3.260e+02,1.15e+07,2.86e+07,3.24e+05
2681,3.867e+02,1.38e+07,2.81e+08,3.29e+05
2682,3.218e+02,1.19e+07,6.47e+07,3.00e+05
2683,3.591e+02,1.27e+07,1.59e+08,3.55e+05
2684,3.263e+02,1.12e+07,1.62e+08,2.81e+05
2685,4.490e+02,1.56e+07,2.32e+08,5.00e+05
2686,4.061e+02,1.38e+07,1.38e+08,4.01e+05
2687,3.451e+02,1.17e+07,7.58e+07,3.35e+05
2688,3.623e+02,1.33e+07,7.40e+07,3.55e+05
2689,3.353e+02,1.15e+07,1.73e+08,3.17e+05
2690,4.223e+02,1.46e+07,2.21e+08,4.20e+05
2691,4.065e+02,1.49e+07,4.20e+07,3.48e+05
2692,3.883e+02,1.42e+07,3.36e+07,3.74e+05
2693,4.227e+02,1.55e+07,3.57e+07,3.78e+05
2694,3.445e+02,1.26e+07,7.90e+07,3.47e+05
2695,3.499e+02,1.29e+07,1.19e+08,3.36e+05
2696,3.439e+02,1.22e+07,1.82e+08,3.39e+05
2697,3.440e+02,1.19e+07,7.33e+07,3.66e+05
2698,3.668e+02,1.24e+07,2.30e+08,3.75e+05
2699,3.520e+02,1.27e+07,5.88e+07,3.43e+05
2700,2.751e+02,9.73e+06,1.45e+08,2.70e+05
2701,3.995e+02,1.39e+07,1.92e+07,3.34e+05
2702,3.299e+02,1.16e+07,1.42e+08,3.16e+05
2703,3.614e+02,1.19e+07,1.59e+08,3.38e+05
2704,3.319e+02,1.11e+07,5.11e+07,3.00e+05
2705,4.239e+02,1.53e+07,1.05e+08,4.36e+05
2706,2.821e+02,9.93e+06,1.18e+08,2.44e+05
2707,3.415e+02,1.22e+07,4.12e+07,3.33e+05
2708,3.046e+02,1.10e+07,2.07e+08,3.37e+05
2709,3.900e+02,1.37e+07,1.56e+08,3.58e+05
2710,3.549e+02,1.25e+07,1.25e+08,3.11e+05
2711,4.097e+02,1.44e+07,3.89e+07,3.99e+05
2712,3.066e+02,1.10e+07,2.95e+08,3.10e+05
2713,3.847e+02,1.23e+07,1.13e+08,3.71e+05
2714,2.759e+02,1.00e+07,1.51e+08,2.55e+05
2715,2.938e+02,1.04e+07,8.91e+07,2.78e+05
2716,2.811e+02,1.04e+07,9.77e+07,2.95e+05
2717,4.071e+02,1.44e+07,2.80e+08,4.09e+05
2718,3.871e+02,1.40e+07,7.25e+07,3.85e+05
2719,3.922e+02,1.35e+07,1.47e+08,3.69e+05
2720,3.185e+02,1.15e+07,1.18e+08,3.03e+05
2721,3.167e+02,1.11e+07,4.31e+07,2.97e+05
2722,3.483e+02,1.22e+07,1.98e+07,3.33e+05
2723,3.687e+02,1.33e+07,5.09e+07,3.38e+05
2724,3.018e+02,1.04e+07,1.55e+08,3.09e+05
2725,4.132e+02,1.51e+07,9.86e+07,4.20e+05
2726,4.361e+02,1.47e+07,2.35e+08,4.16e+05
2727,3.522e+02,1.19e+07,2.73e+07,3.70e+05
2728,3.637e+02,1.29e+07,6.30e+07,3.14e+05
2729,3.512e+02,1.20e+07,4.51e+06,3.23e+05
2730,3.874e+02,1.36e+07,1.68e+07,3.58e+05
2731,3.571e+02,1.27e+07,5.42e+07,3.47e+05
2732,3.226e+02,1.18e+07,1.13e+08,3.29e+05
2733,4.117e+02,1.39e+07,1.35e+08,4.12e+05
2734,4.182e+02,1.40e+07,2.36e+08,3.89e+05
2735,3.412e+02,1.21e+07,2.08e+08,3.37e+05
2736,4.391e+02,1.46e+07,2.42e+07,4.55e+05
2737,3.899e+02,1.36e+07,2.21e+08,3.41e+05
2738,4.043e+02,1.42e+07,4.26e+07,3.71e+05
2739,2.992e+02,1.05e+07,1.13e+08,2.94e+05
2740,4.270e+02,1.53e+07,3.08e+07,4.33e+05
2741,3.485e+02,1.14e+07,1.67e+08,3.49e+05
2742,4.352e+02,1.56e+07,2.00e+08,3.56e+05
2743,3.815e+02,1.38e+07,7.80e+06,3.49e+05
2744,3.347e+02,1.12e+07,4.58e+07,3.34e+05
2745,3.816e+02,1.34e+07,8.29e+07,3.68e+05
2746,3.126e+02,1.13e+07,1.85e+08,2.99e+05
2747,3.032e+02,1.02e+07,8.19e+07,3.17e+05
2748,3.071e+02,1.10e+07,5.39e+07,3.03e+05
2749,3.941e+02,1.48e+07,5.26e+07,4.12e+05
2750,3.887e+02,1.36e+07,2.98e+07,3.55e+05
2751,4.507e+02,1.60e+07,2.93e+06,4.22e+05
2752,3.364e+02,1.17e+07,3.13e+08,3.05e+05
2753,3.772e+02,1.27e+07,1.19e+08,3.18e+05
2754,3.282e+02,1.26e+07,1.40e+07,3.42e+05
2755,3.532e+02,1.30e+07,2.59e+08,3.44e+05
2756,3.315e+02,1.19e+07,2.06e+07,3.51e+05
2757,4.233e+02,1.57e+07,2.33e+08,4.93e+05
2758,3.597e+02,1.23e+07,4.52e+07,3.50e+05
2759,3.439e+02,1.26e+07,2.12e+07,2.87e+05
2760,3.741e+02,1.30e+07,2.76e+08,3.59e+05
2761,3.352e+02,1.18e+07,1.76e+08,3.06e+05
2762,3.790e+02,1.37e+07,2.95e+08,3.34e+05
2763,2.539e+02,8.96e+06,1.45e+08,2.42e+05
2764,2.866e+02,1.06e+07,1.53e+08,2.75e+05
2765,3.885e+02,1.37e+07,2.61e+08,4.24e+05
2766,3.388e+02,1.13e+07,8.18e+07,3.14e+05
2767,3.989e+02,1.44e+07,4.22e+07,4.31e+05
2768,4.013e+02,1.45e+07,9.20e+07,3.95e+05
2769,3.818e+02,1.30e+07,3.78e+07,3.63e+05
2770,4.306e+02,1.49e+07,1.66e+08,3.90e+05
2771,4.258e+02,1.39e+07,2.86e+07,4.68e+05
2772,3.136e+02,1.09e+07,1.83e+08,3.13e+05
2773,3.129e+02,1.08e+07,2.62e+07,3.30e+05
2774,3.392e+02,1.29e+07,1.83e+08,3.58e+05
2775,3.616e+02,1.28e+07,3.81e+07,3.49e+05
2776,3.882e+02,1.32e+07,1.05e+08,3.46e+05
2777,4.562e+02,1.52e+07,1.38e+08,4.35e+05
2778,3.128e+02,1.07e+07,1.72e+08,3.23e+05
2779,4.185e+02,1.45e+07,7.29e+07,4.33e+05
2780,3.186e+02,1.04e+07,5.99e+07,3.54e+05
2781,3.969e+02,1.43e+07,4.30e+07,3.71e+05
2782,3.704e+02,1.29e+07,8.53e+07,3.28e+05
2783,3.692e+02,1.25e+07,1.97e+08,3.82e+05
2784,4.947e+02,1.72e+07,3.38e+08,4.20e+05
2785,2.836e+02,1.02e+07,8.79e+06,2.62e+05
2786,3.760e+02,1.28e+07,1.01e+08,3.49e+05
2787,3.336e+02,1.16e+07,2.10e+07,3.30e+05
2788,3.541e+02,1.25e+07,4.91e+07,4.08e+05
2789,3.183e+02,1.14e+07,7.00e+07,2.92e+05
2790,3.419e+02,1.23e+07,5.19e+07,3.43e+05
2791,3.346e+02,1.20e+07,1.14e+08,3.12e+05
2792,3.172e+02,1.08e+07,1.75e+07,3.22e+05
2793,4.322e+02,1.45e+07,7.52e+07,4.38e+05
2794,3.829e+02,1.32e+07,5.18e+07,3.46e+05
2795,4.069e+02,1.43e+07,1.71e+08,4.09e+05
2796,3.249e+02,1.13e+07,2.23e+08,3.46e+05
2797,3.720e+02,1.21e+07,9.01e+07,3.35e+05
2798,2.880e+02,9.93e+06,8.20e+07,3.22e+05
2799,3.364e+02,1.23e+07,1.70e+08,3.14e+05
2800,3.666e+02,1.29e+07,6.80e+05,3.76e+05
2801,3.805e+02,1.36e+07,2.63e+07,3.54e+05
2802,3.113e+02,1.11e+07,4.28e+07,3.15e+05
2803,2.526e+02,9.17e+06,1.60e+08,2.47e+05
2804,3.666e+02,1.29e+07,1.71e+08,3.53e+05
2805,2.993e+02,1.07e+07,1.95e+08,3.06e+05
2806,3.855e+02,1.41e+07,1.39e+07,4.00e+05
2807,3.652e+02,1.29e+07,1.44e+07,2.98e+05
2808,4.467e+02,1.62e+07,3.48e+08,4.14e+05
2809,3.581e+02,1.22e+07,1.33e+08,3.62e+05
2810,3.695e+02,1.24e+07,2.02e+08,3.15e+05
2811,3.983e+02,1.42e+07,7.96e+07,4.04e+05
2812,3.724e+02,1.29e+07,3.68e+07,3.29e+05
2813,3.694e+02,1.26e+07,1.48e+08,3.44e+05
2814,3.804e+02,1.36e+07,4.00e+08,3.84e+05
2815,2.701e+02,9.93e+06,1.03e+07,2.73e+05
2816,3.172e+02,1.15e+07,9.07e+06,3.16e+05
2817,3.421e+02,1.14e+07,1.42e+08,3.52e+05
2818,3.321e+02,1.19e+07,2.05e+08,3.10e+05
2819,4.197e+02,1.46e+07,2.50e+07,4.14e+05
2820,3.500e+02,1.20e+07,6.06e+07,3.58e+05
2821,3.396e+02,1.15e+07,2.15e+08,2.93e+05
2822,3.956e+02,1.43e+07,2.03e+08,4.14e+05
2823,4.485e+02,1.60e+07,3.00e+07,4.34e+05
2824,4.184e+02,1.47e+07,1.95e+08,3.68e+05
2825,3.148e+02,1.09e+07,8.50e+07,3.03e+05
2826,4.011e+02,1.43e+07,1.94e+08,3.63e+05
2827,3.405e+02,1.26e+07,2.01e+08,3.19e+05
2828,4.049e+02,1.39e+07,8.54e+07,3.83e+05
2829,3.807e+02,1.39e+07,2.73e+07,3.82e+05
2830,3.977e+02,1.48e+07,1.96e+08,3.70e+05
2831,2.610e+02,9.48e+06,1.17e+08,2.40e+05
2832,3.602e+02,1.24e+07,4.48e+07,3.73e+05
2833,3.523e+02,1.24e+07,4.76e+08,3.57e+05
2834,3.609e+02,1.23e+07,4.88e+07,3.42e+05
2835,3.731e+02,1.36e+07,3.12e+07,3.56e+05
2836,3.818e+02,1.33e+07,3.45e+07,3.65e+05
2837,3.853e+02,1.31e+07,1.78e+08,3.84e+05
2838,4.211e+02,1.38e+07,2.28e+07,4.16e+05
2839,3.493e+02,1.23e+07,2.39e+07,3.13e+05
2840,3.088e+02,1.01e+07,9.70e+07,3.15e+05
2841,3.817e+02,1.33e+07,2.22e+07,2.90e+05
2842,2.813e+02,1.02e+07,5.65e+07,2.78e+05
2843,2.792e+02,1.02e+07,4.51e+07,2.56e+05
2844,3.991e+02,1.49e+07,6.49e+07,3.70e+05
2845,3.775e+02,1.27e+07,7.75e+07,3.81e+05
2846,4.537e+02,1.62e+07,2.72e+07,3.79e+05
2847,3.584e+02,1.28e+07,5.83e+07,3.30e+05
2848,3.251e+02,1.13e+07,1.17e+08,3.25e+05
2849,4.292e+02,1.43e+07,3.26e+07,4.24e+05
2850,3.935e+02,1.46e+07,1.44e+08,3.89e+05
2851,3.279e+02,1.15e+07,7.44e+07,3.14e+05
2852,3.269e+02,1.20e+07,5.31e+07,3.11e+05
2853,2.768e+02,9.65e+06,4.99e+07,2.62e+05
2854,2.856e+02,1.02e+07,1.05e+08,2.82e+05
2855,3.715e+02,1.36e+07,3.73e+07,4.00e+05
2856,3.661e+02,1.24e+07,6.85e+07,3.54e+05
2857,3.608e+02,1.17e+07,1.08e+08,3.84e+05
2858,3.811e+02,1.38e+07,6.81e+07,3.98e+05
2859,3.013e+02,1.08e+07,1.34e+08,2.90e+05
2860,3.333e+02,1.18e+07,1.16e+08,3.54e+05
2861,3.868e+02,1.40e+07,2.47e+08,3.92e+05
2862,3.756e+02,1.31e+07,1.42e+08,3.32e+05
2863,3.781e+02,1.31e+07,2.19e+08,3.68e+05
2864,3.649e+02,1.24e+07,3.08e+08,3.50e+05
2865,3.434e+02,1.24e+07,1.74e+07,3.17e+05
2866,3.000e+02,1.09e+07,5.70e+07,2.88e+05
2867,4.180e+02,1.40e+07,6.70e+07,3.75e+05
2868,3.657e+02,1.27e+07,5.53e+07,3.50e+05
